[ALERT] Time: 1745660114718 | Sensor: 1 | Type: Upper Threshold Crossed | Temp: 84.4316 C
[ALERT] Time: 1745660117378 | Sensor: 3 | Type: Isolated High Spike | Temp: 44.7892 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660117378 | Sensor: 10 | Type: Cold Spot Detected | Temp: 44.4485
[ALERT] Time: 1745660117482 | Sensor: 2 | Type: Isolated High Spike | Temp: 44.3533 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[ALERT] Time: 1745660117482 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.9774 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660117482 | Sensor: 8 | Type: Isolated Low Spike | Temp: 42.1845 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660117482 | Sensor: 8 | Type: Cold Spot Detected | Temp: 42.1845
[ALERT] Time: 1745660117482 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.6208 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660117482 | Sensor: 12 | Type: Cold Spot Detected | Temp: 41.4252
[CRITICAL] Time: 1745660117482 | Sensors: 10, 11, 12 | Type: Clustered Low Spike | Avg Temp: 42 C
[ALERT] Time: 1745660117482 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.8837 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660117482 | Sensor: 15 | Type: Cold Spot Detected | Temp: 42.1346
[ALERT] Time: 1745660117378 | Sensor: 10 | Type: Isolated Low Spike | Temp: 44.4485 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[ALERT] Time: 1745660117482 | Sensor: 12 | Type: Isolated Low Spike | Temp: 41.4252 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[WARNING] Time: 1745660117482 | Sensor: 5 | Type: Cold Spot Detected | Temp: 43.8837
[ALERT] Time: 1745660117482 | Sensor: 5 | Type: Isolated Low Spike | Temp: 43.8837 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660117482 | Sensor: 3 | Type: Cold Spot Detected | Temp: 40.7207
[WARNING] Time: 1745660117482 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.8251
[ALERT] Time: 1745660117482 | Sensor: 10 | Type: Isolated High Spike | Temp: 43.0863 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660117482 | Sensor: 10 | Type: Isolated Low Spike | Temp: 43.0863 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660117482 | Sensor: 10 | Type: Cold Spot Detected | Temp: 43.0863
[ALERT] Time: 1745660117583 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.3645 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660117583 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.3645
[CRITICAL] Time: 1745660117482 | Sensors: 5, 6, 7 | Type: Clustered Low Spike | Avg Temp: 41 C
[ALERT] Time: 1745660117583 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.4785 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660117583 | Sensor: 6 | Type: Cold Spot Detected | Temp: 41.5409
[ALERT] Time: 1745660117583 | Sensor: 10 | Type: Isolated Low Spike | Temp: 42.4785 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660117583 | Sensor: 10 | Type: Cold Spot Detected | Temp: 42.4785
[ALERT] Time: 1745660117482 | Sensor: 4 | Type: Isolated High Spike | Temp: 42.4543 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660117583 | Sensor: 3 | Type: Cold Spot Detected | Temp: 41.7676
[ALERT] Time: 1745660117583 | Sensor: 5 | Type: Isolated High Spike | Temp: 44.3268 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660117583 | Sensor: 12 | Type: Cold Spot Detected | Temp: 40.958
[ALERT] Time: 1745660117482 | Sensor: 13 | Type: Isolated High Spike | Temp: 42.4839 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660117583 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.4465
[ALERT] Time: 1745660117583 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.4306 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660117583 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.4764 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660117698 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.6525 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660117698 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.9305
[ALERT] Time: 1745660117698 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.8216 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660117583 | Sensor: 8 | Type: Isolated Low Spike | Temp: 41.4465 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660117583 | Sensor: 12 | Type: Isolated Low Spike | Temp: 40.958 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[WARNING] Time: 1745660117698 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.1338
[ALERT] Time: 1745660117698 | Sensor: 10 | Type: Isolated Low Spike | Temp: 43.2281 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[ALERT] Time: 1745660117583 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.6041 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660117698 | Sensor: 10 | Type: Cold Spot Detected | Temp: 43.2281
[ALERT] Time: 1745660117698 | Sensor: 12 | Type: Isolated Low Spike | Temp: 42.4572 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[WARNING] Time: 1745660117698 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.4572
[ALERT] Time: 1745660117698 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.4079 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660117698 | Sensor: 13 | Type: Isolated Low Spike | Temp: 43.4079 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660117698 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.3006
[WARNING] Time: 1745660117698 | Sensor: 13 | Type: Cold Spot Detected | Temp: 43.4079
[ALERT] Time: 1745660117698 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.668 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660117698 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.9305 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660117698 | Sensor: 4 | Type: Cold Spot Detected | Temp: 40.346
[ALERT] Time: 1745660117698 | Sensor: 10 | Type: Isolated High Spike | Temp: 43.2281 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660117698 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.3363 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660117798 | Sensor: 3 | Type: Cold Spot Detected | Temp: 44.3423
[WARNING] Time: 1745660117798 | Sensor: 10 | Type: Cold Spot Detected | Temp: 41.138
[ALERT] Time: 1745660117798 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.4691 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660117798 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.8825 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660117798 | Sensor: 3 | Type: Isolated High Spike | Temp: 44.3423 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660117798 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.8362
[ALERT] Time: 1745660117698 | Sensor: 8 | Type: Isolated Low Spike | Temp: 41.3006 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660117798 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.2684 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660117798 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.8825 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660117798 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.2684
[WARNING] Time: 1745660117798 | Sensor: 14 | Type: Cold Spot Detected | Temp: 42.05
[ALERT] Time: 1745660117798 | Sensor: 7 | Type: Isolated Low Spike | Temp: 43.2684 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660117898 | Sensor: 13 | Type: Cold Spot Detected | Temp: 21.7808
[ALERT] Time: 1745660117798 | Sensor: 8 | Type: Isolated High Spike | Temp: 44.5024 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660117898 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.0058
[WARNING] Time: 1745660117798 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.8216
[ALERT] Time: 1745660117898 | Sensor: 8 | Type: Upper Threshold Crossed | Temp: 84.421 C
[ALERT] Time: 1745660117898 | Sensor: 4 | Type: Isolated High Spike | Temp: 81.8679 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660117898 | Sensor: 6 | Type: Isolated High Spike | Temp: 75.8385 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660117798 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.8362 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660117898 | Sensor: 8 | Type: Isolated High Spike | Temp: 84.421 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660117898 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.5965
[ALERT] Time: 1745660117898 | Sensor: 13 | Type: Isolated Low Spike | Temp: 21.7808 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[ALERT] Time: 1745660117798 | Sensor: 5 | Type: Isolated High Spike | Temp: 42.7854 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660117898 | Sensor: 15 | Type: Cold Spot Detected | Temp: 24.0494
[ALERT] Time: 1745660117898 | Sensor: 11 | Type: Upper Threshold Crossed | Temp: 84.9923 C
[ALERT] Time: 1745660117898 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.3586 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660117898 | Sensor: 11 | Type: Isolated High Spike | Temp: 84.9923 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660117898 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.3586
[ALERT] Time: 1745660117898 | Sensor: 5 | Type: Isolated Low Spike | Temp: 24.6665 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660117898 | Sensor: 5 | Type: Cold Spot Detected | Temp: 24.6665
[ALERT] Time: 1745660117898 | Sensor: 9 | Type: Isolated High Spike | Temp: 78.1312 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660117898 | Sensor: 12 | Type: Upper Threshold Crossed | Temp: 83.6038 C
[ALERT] Time: 1745660117898 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.0865 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660117999 | Sensor: 5 | Type: Isolated Low Spike | Temp: 41.2096 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660117999 | Sensor: 5 | Type: Cold Spot Detected | Temp: 41.2096
[ALERT] Time: 1745660117999 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.3814 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660117999 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.8952 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660117898 | Sensor: 4 | Type: Upper Threshold Crossed | Temp: 81.8679 C
[ALERT] Time: 1745660117999 | Sensor: 7 | Type: Isolated Low Spike | Temp: 41.0204 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660117999 | Sensor: 7 | Type: Cold Spot Detected | Temp: 41.0204
[ALERT] Time: 1745660117898 | Sensor: 3 | Type: Isolated High Spike | Temp: 44.0865 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660117999 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.334 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660117999 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.1546 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660117999 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.3051 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660117999 | Sensor: 8 | Type: Cold Spot Detected | Temp: 43.1546
[WARNING] Time: 1745660117999 | Sensor: 14 | Type: Cold Spot Detected | Temp: 41.8946
[WARNING] Time: 1745660117999 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.7916
[WARNING] Time: 1745660117999 | Sensor: 9 | Type: Cold Spot Detected | Temp: 41.8946
[ALERT] Time: 1745660118099 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.722 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660118099 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.3335
[ALERT] Time: 1745660118099 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.2198 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660118099 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.0141
[CRITICAL] Time: 1745660118099 | Sensors: 7, 8, 9 | Type: Clustered Low Spike | Avg Temp: 42 C
[WARNING] Time: 1745660118099 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.3968
[ALERT] Time: 1745660118099 | Sensor: 12 | Type: Isolated Low Spike | Temp: 40.9018 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[ALERT] Time: 1745660118099 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.925 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660118099 | Sensor: 12 | Type: Cold Spot Detected | Temp: 40.9018
[ALERT] Time: 1745660118099 | Sensor: 5 | Type: Isolated High Spike | Temp: 42.8355 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660118099 | Sensor: 4 | Type: Isolated Low Spike | Temp: 40.8613 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660118099 | Sensor: 4 | Type: Cold Spot Detected | Temp: 40.8613
[ALERT] Time: 1745660118099 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.3335 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660118099 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.555 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660118099 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.3335 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660118214 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.1205
[ALERT] Time: 1745660118214 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.531 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[CRITICAL] Time: 1745660118099 | Sensors: 10, 11, 12 | Type: Clustered Low Spike | Avg Temp: 40 C
[ALERT] Time: 1745660118214 | Sensor: 11 | Type: Isolated High Spike | Temp: 42.1205 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660118214 | Sensor: 10 | Type: Cold Spot Detected | Temp: 40.5064
[ALERT] Time: 1745660118099 | Sensor: 13 | Type: Isolated High Spike | Temp: 42.7249 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.649 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[ALERT] Time: 1745660118214 | Sensor: 3 | Type: Isolated High Spike | Temp: 41.9857 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660118214 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.649
[ALERT] Time: 1745660118099 | Sensor: 8 | Type: Isolated Low Spike | Temp: 41.521 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660118214 | Sensor: 14 | Type: Isolated High Spike | Temp: 42.1205 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660118099 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.521
[ALERT] Time: 1745660118214 | Sensor: 5 | Type: Isolated High Spike | Temp: 44.1824 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 12 | Type: Isolated High Spike | Temp: 43.9983 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.6205 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 2 | Type: Isolated High Spike | Temp: 43.5681 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 8 | Type: Isolated Low Spike | Temp: 41.5801 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660118214 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.5801
[WARNING] Time: 1745660118214 | Sensor: 3 | Type: Cold Spot Detected | Temp: 41.9857
[WARNING] Time: 1745660118214 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.4777
[ALERT] Time: 1745660118214 | Sensor: 11 | Type: Isolated Low Spike | Temp: 42.1205 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[CRITICAL] Time: 1745660118214 | Sensors: 6, 7, 8 | Type: Clustered Low Spike | Avg Temp: 41 C
[ALERT] Time: 1745660118314 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.5198 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660118214 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.531
[ALERT] Time: 1745660118314 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.9948 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660118214 | Sensor: 2 | Type: Cold Spot Detected | Temp: 43.5681
[ALERT] Time: 1745660118314 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.5135 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[WARNING] Time: 1745660118314 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.5135
[WARNING] Time: 1745660118314 | Sensor: 3 | Type: Cold Spot Detected | Temp: 43.1692
[ALERT] Time: 1745660118314 | Sensor: 7 | Type: Isolated High Spike | Temp: 44.6483 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660118214 | Sensor: 13 | Type: Isolated Low Spike | Temp: 40.4777 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660118314 | Sensor: 15 | Type: Cold Spot Detected | Temp: 43.5314
[WARNING] Time: 1745660118314 | Sensor: 4 | Type: Cold Spot Detected | Temp: 43.2464
[ALERT] Time: 1745660118314 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.0872 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[WARNING] Time: 1745660118314 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.4059
[ALERT] Time: 1745660118415 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.8857 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660118415 | Sensor: 14 | Type: Cold Spot Detected | Temp: 43.8857
[ALERT] Time: 1745660118314 | Sensor: 13 | Type: Isolated High Spike | Temp: 42.7214 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660118415 | Sensor: 10 | Type: Cold Spot Detected | Temp: 40.9788
[WARNING] Time: 1745660118415 | Sensor: 5 | Type: Cold Spot Detected | Temp: 40.6946
[ALERT] Time: 1745660118415 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.8787 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660118415 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.5771 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660118415 | Sensor: 11 | Type: Isolated Low Spike | Temp: 42.3412 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[WARNING] Time: 1745660118415 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.3412
[ALERT] Time: 1745660118314 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.2464 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660118415 | Sensor: 15 | Type: Cold Spot Detected | Temp: 41.5263
[WARNING] Time: 1745660118415 | Sensor: 1 | Type: Cold Spot Detected | Temp: 43.8369
[ALERT] Time: 1745660118415 | Sensor: 5 | Type: Isolated Low Spike | Temp: 40.6946 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[ALERT] Time: 1745660118415 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.2486 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660118415 | Sensor: 8 | Type: Isolated Low Spike | Temp: 40.0593 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660118415 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.0593
[ALERT] Time: 1745660118415 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.0061 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660118517 | Sensor: 5 | Type: Isolated High Spike | Temp: 42.6303 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660118415 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.9829
[ALERT] Time: 1745660118517 | Sensor: 5 | Type: Isolated Low Spike | Temp: 42.6303 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660118517 | Sensor: 5 | Type: Cold Spot Detected | Temp: 42.6303
[WARNING] Time: 1745660118517 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.6303
[ALERT] Time: 1745660118517 | Sensor: 4 | Type: Isolated High Spike | Temp: 42.9198 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660118517 | Sensor: 9 | Type: Isolated Low Spike | Temp: 42.5879 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660118517 | Sensor: 9 | Type: Cold Spot Detected | Temp: 42.5879
[ALERT] Time: 1745660118517 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.0614 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660118517 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.1136 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660118517 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.1557 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660118517 | Sensor: 6 | Type: Cold Spot Detected | Temp: 42.6949
[CRITICAL] Time: 1745660118517 | Sensors: 5, 6, 7 | Type: Clustered Low Spike | Avg Temp: 42 C
[WARNING] Time: 1745660118517 | Sensor: 15 | Type: Cold Spot Detected | Temp: 42.0623
[WARNING] Time: 1745660118415 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.0061
[WARNING] Time: 1745660118517 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.9853
[ALERT] Time: 1745660118517 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.147 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660118517 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.147
[WARNING] Time: 1745660118517 | Sensor: 4 | Type: Cold Spot Detected | Temp: 42.9198
[WARNING] Time: 1745660118631 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.3689
[ALERT] Time: 1745660118631 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.3689 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660118631 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.3689
[ALERT] Time: 1745660118517 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.6949 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660118631 | Sensor: 13 | Type: Isolated Low Spike | Temp: 40.4564 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660118631 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.4564
[ALERT] Time: 1745660118631 | Sensor: 9 | Type: Isolated Low Spike | Temp: 41.1282 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660118631 | Sensor: 9 | Type: Cold Spot Detected | Temp: 41.1282
[ALERT] Time: 1745660118631 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.2639 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660118517 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.9706 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660118631 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.6386 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660118631 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.4807 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660118631 | Sensor: 3 | Type: Cold Spot Detected | Temp: 42.3415
[ALERT] Time: 1745660118631 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.4729 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660118631 | Sensor: 12 | Type: Isolated High Spike | Temp: 41.424 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660118631 | Sensor: 12 | Type: Cold Spot Detected | Temp: 41.424
[ALERT] Time: 1745660118631 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.3415 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660118733 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.4161
[WARNING] Time: 1745660118733 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.4161
[ALERT] Time: 1745660118733 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.0307 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660118733 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.3437 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660118733 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.7223 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
